# generated from prices.runescape.wiki api v1 latest
# item_id,ge_price
11789,83653
11791,7646029
11798,565106
11802,8862079
11804,20126373
11806,27961405
11808,17883328
11810,8076234
11812,18141587
11814,26449334
11816,16477101
11818,158945
11820,156773
11822,172176
11824,1358502
11826,8547586
11828,33903395
11830,25122479
11832,26471398
11834,18150685
11836,554349
11838,319339
11840,328042
11874,50
11875,62
11876,60
11889,1637037
11902,39936
11905,629663
11908,44166
11920,486465
11924,1865850
11926,3904927
11928,1957724
11929,989838
11930,290000
11931,764874
11932,486524
11933,524500
11934,1249
11936,1523
11940,4
11943,3919
11951,860
11953,921
11955,553
11957,306
11959,2643
11960,83
11962,213
11964,71327
11968,12204
11972,12224
11978,11749
11980,13090
11990,6250
11992,238
11994,46
11998,2650335
12000,2766689
12002,767904
12004,322866
12007,36034
12193,42738
12195,32767
12197,11627
12199,3361
12201,5606
12203,8379
12205,44783
12207,12555
12209,3500
12211,41527
12213,15586
12215,3128
12217,13100
12219,475
12221,11098
12223,2739
12225,25008
12227,15063
12229,2573
12231,17865
12233,22875
12235,229903
12237,41371
12239,3651
12241,134657
12243,75681
12245,5008
12247,11263
12249,3790
12251,53667
12253,43865
12255,45235
12257,5500
12259,5820
12261,10000
12263,6219
12265,46261
12267,42101
12269,1183
12271,6052
12273,21500
12275,6187
12277,3416
12279,1535
12281,1830
12283,4890
12285,3000
12287,3144
12289,2435
12291,2288
12293,26050
12295,1418
12297,3616
12299,5497
12301,1290
12303,336
12305,1535
12307,434
12309,22778
12311,2014
12313,3500
12315,514
12317,59000
12319,3351
12321,4062
12323,2470
12325,1285
12327,5954
12329,6220
12331,5877
12333,3063
12335,205320
12337,697500
12339,2442
12341,16420
12343,3869
12345,3820
12347,3373
12349,2500
12351,170816
12353,15692
12355,205904
12357,111820
12359,5442
12361,7033
12363,6129
12365,5882
12367,5727
12369,4964
12371,3057500
12373,36500
12375,2876
12377,404
12379,7599
12381,16627
12383,117146
12385,12898
12387,41070
12389,16054000
12391,2177696
12393,28445
12395,2154
12397,52510
12399,772351
12402,39505
12403,8814
12404,1109
12405,2538
12406,16340
12407,929
12408,2862
12409,2395
12410,1797
12411,1350
12412,294611
12422,459999995
12424,1637499998
12426,1702499999
12428,8535
12430,37620
12432,113253
12434,161490
12437,441242650
12439,14637
12441,25483
12443,23613
12445,55766
12447,45358
12449,235756
12451,161190
12453,201041
12455,88921
12460,42275
12462,54547
12464,51500
12466,47967
12468,59161
12470,40793
12472,37923
12474,37926
12476,48027
12478,46640
12480,121234
12482,39395
12484,37577
12486,46086
12488,36047
12490,42264
12492,172737
12494,224668
12496,94227
12498,58914
12500,107385
12502,200342
12504,104507
12506,61249
12508,103900
12510,211179
12512,87403
12514,16032
12516,1480
12518,5693
12520,6465
12522,5286
12524,42954
12526,352744
12528,36658
12530,6471
12532,2090
12534,6219
12536,3491
12538,14955
12540,8203
12596,3279500
12598,711572
12601,675643
12603,245097
12605,106000
12613,1750
12614,3227
12615,1265
12616,1680
12617,5574
12618,6524
12619,11455
12620,3844
12621,4000
12622,3122
12623,3000
12624,6245
12625,5452
12627,4260
12629,3037
12631,1384
12633,2211
12635,2460
12640,856
12642,6698
12695,15208
12697,11711
12699,7972
12701,3826
12757,397015
12759,267238
12761,222429
12763,1845283
12769,2206657
12771,1965654
12775,2417
12776,1069
12777,618
12778,815
12779,1077
12780,918
12781,308
12782,589
12783,3537
12786,37521
12789,389994
12798,697286
12800,1156104
12802,1607089
12804,6838433
12817,536000000
12819,533054528
12821,27994840
12823,27771562
12825,104364513
12827,104719945
12829,63471
12831,865268
12833,703223
12846,7614497
12849,1766148
12851,33987
12863,768539
12865,9997
12867,8591
12869,45000
12871,14150
12873,749142
12875,747059
12877,4251887
12879,970031
12881,4736343
12883,2210746
12885,745500
12900,3646866
12902,11108687
12905,6207
12907,4567
12909,3244
12911,1386
12913,10075
12915,7521
12917,5290
12919,2654
12922,10432500
12924,10641500
12927,3618549
12929,3641154
12932,3617272
12934,181
12936,43592
12938,14607
12960,327
12962,500
12964,47788
12966,52469
12968,152736
12970,149475
12972,327
12974,385
12976,108853
12978,115973
12980,549644
12982,290002
12984,1142
12986,2009
12988,9301
12990,8924
12992,113742
12994,81845
12996,417972
12998,381217
13000,7647
13002,15438
13004,16954
13006,41240
13008,13320
13010,14786
13012,18623
13014,22015
13016,63326
13018,36196
13020,61348
13022,63293
13024,132922
13026,130630
13028,157640
13030,194394
13032,340249
13034,388817
13036,38559508
13038,31194444
13040,317242
13042,282500
13044,842583
13046,725000
13048,207096
13050,89126
13052,191864
13054,205289
13056,262441
13058,238080
13060,212788
13062,242798
13064,1011
13066,12846
13149,14740
13151,46479
13153,17364
13155,13661
13157,33897
13159,20095
13161,601162
13163,525115
13165,482413
13167,538584
13169,581997
13171,557500
13173,94004
13175,34428
13190,13560196
13227,5569408
13229,150559
13231,21947029
13233,2609098
13235,5167015
13237,23706004
13239,22645520
13245,115055
13249,26951
13256,82988
13263,18823206
13265,2088045
13267,2208921
13269,2132999
13271,2105386
13277,26601
13383,2958
13385,10244
13387,9773
13389,9224
13391,10
13421,9
13431,97
13439,1794
13441,1870
13448,77
13451,555
13454,769
13457,400
13460,303
13463,448
13466,956
13469,500
13472,140
13475,475
13478,340
13481,839
13484,475
13487,584
13490,391
13493,462
13496,1091
13499,1405
13502,1873
13505,1294
13508,2016
13511,3306
13573,635
13576,14905253
13652,46586733
13657,2329
13658,197
19478,769228
19481,1088353
19484,759
19486,1165
19488,1659
19490,1770
19493,21400000
19496,22102499
19501,15245369
19529,18392000
19532,22357119
19535,24000000
19538,21271316
19541,21412500
19544,21228674
19547,21200208
19550,21195694
19553,20810103
19570,26
19572,30
19574,90
19576,275
19578,327
19580,464
19582,851
19584,1
19586,29069
19589,277444
19592,29521
19595,25002
19598,200555
19601,29348
19604,69174
19607,339033
19610,631566
19613,1621
19615,1805
19617,1664
19619,2144
19621,1930
19623,2346
19625,2200
19627,2375
19629,2990
19631,3129
19653,766
19656,1840
19662,769
19665,69
19669,932
19672,4791
19701,370498
19707,56970342
19724,253
19727,12484
19912,9276
19915,3031
19918,6003
19921,341451
19924,308930
19927,276504
19930,485438
19933,305458
19936,425164
19943,5027
19946,5721
19949,9701
19952,5207
19955,10186
19958,1701536
19961,321433
19964,856093
19967,582661
19970,365166
19973,1783080
19976,337924
19979,359073
19982,567500
19985,144969
19988,59948
19991,69633
19994,547303
19997,898383
20002,186982
20005,8248536
20008,8838
20011,1323741823
20014,2147483647
20017,15113212
20020,4250
20023,9036
20026,37902
20029,28328
20032,17917
20035,41207
20038,21135
20041,39055
20044,15115
20047,7478
20050,755356
20053,30406
20056,248528
20059,3451845
20062,101474
20065,4194811
20068,147500
20071,4147807
20074,9262499
20077,605036
20080,1301337
20083,1763881
20086,266500
20089,994444
20092,372845
20095,9576983
20098,22192166
20101,3303305
20104,7843821
20107,3200426
20110,18145
20113,2419
20116,2305
20119,1898
20122,2523
20125,3474
20128,15063
20131,72831
20134,6477
20137,65712
20140,14350
20143,62256
20146,1323279
20149,2325313
20152,1313663
20155,5882504
20158,1705376
20161,1647626
20166,100591
20169,6158
20172,5534
20175,5507
20178,7591
20181,5887
20184,5788
20187,2091
20190,2569
20193,2154
20196,3308
20199,5915719
20202,1657085
20205,455432
20208,223500
20211,3425023
20214,1781508
20217,1525740
20220,8913
20223,11469
20226,6461
20229,6648
20232,9199
20235,6424
20238,116
20240,3726
20243,3409
20246,2772
20251,1250
20254,981
20257,1385
20260,4933
20263,827
20266,5166
20269,14767
20272,5000
20275,6171
20376,28384
20379,55216
20382,51725
20385,42392
20433,332096
20436,140507
20439,269766
20442,310788
20517,315255
20520,219360
20590,657151
20595,196579
20716,1034671
20718,4456
20724,109000000
20727,70900
20730,96726
20733,142182
20736,11212
20739,34747
20749,3353
20756,1228343
20849,415
20997,1590690840
21000,18222980
21003,97770804
21006,87486472
21009,339950
21012,47048720
21015,14597794
21018,62493870
21021,148223264
21024,104429626
21028,3048044
21034,21499234
21043,82425000
21047,46831
21049,315238865
21079,5082072
21081,795
21084,504
21087,3999
21090,701
21093,856
21096,2432
21099,305
21102,725
21105,3062
21108,575
21111,872
21114,3361
21117,457
21120,602
21123,3599
21126,1427
21129,720
21140,4242
21143,1072
21146,992
21157,3089
21160,850
21163,1248
21166,3815
21177,1156
21180,809
21183,4184
21202,593000
21257,481
21270,8738308
21279,2299767
21298,525063
21301,931566
21304,724374
21316,235
21318,264
21320,290
21322,563
21324,713
21326,183
21332,415
21334,547
21336,1113
21338,182
21347,3312
21350,226
21352,665
21387,62500
21477,347
21480,777
21483,498
21486,69
21488,176
21490,224
21504,222
21512,369
21515,274
21518,942
21521,1388
21543,85
21545,60
21555,29
21622,84
21626,7994
21634,25418716
21637,25050000
21643,279707
21646,22211
21649,1682667
21652,1280
21684,10512
21690,8971
21730,2055536
21733,2837734
21736,75655
21739,34000
21742,4387490
21745,1399992
21754,267
21802,753
21804,150494
21807,497314
21810,996496
21813,2018658
21817,43225
21820,173
21838,19290
21880,293
21882,151244444
21885,124557601
21892,2572288
21895,87875000
21902,759125
21905,3042
21918,704403
21921,740364
21924,2513
21926,2117
21928,4014
21930,3027
21932,3274
21934,1389
21936,2906
21938,2643
21940,3484
21942,2581
21944,3278
21946,3247
21948,2381
21950,9215
21952,1075
21955,3365
21957,3269
21959,2310
21961,3879
21963,3166
21965,3047
21967,3227
21969,3275
21971,3374
21973,11293
21975,26810
21978,25554
21981,18122
21984,10189
21987,5340
21994,102605
21997,906
22003,17811764
22006,18379468
22097,1752375
22100,82169692
22103,166208
22106,38500
22111,88293
22118,400
22121,1077
22124,25000
22192,871
22195,2154
22198,1337
22201,2008
22204,2343
22209,23635
22212,22517
22215,12212
22218,6290
22221,8822
22224,25795
22231,8224
22236,10190234
22239,7113000
22246,5356030
22251,66
22254,12
22257,112
22260,184
22263,680
22266,570
22269,85
22272,342
22275,2647
22278,4680
22281,6100
22284,20401
22290,3355297
22294,7106423
22296,7825270
22299,3994001
22302,7989001
22305,15979001
22324,31620509
22326,14262500
22327,13255434
22328,11846835
22368,4375820
22372,4367402
22430,1350
22438,39933122
22443,15469
22446,11815
22449,18404
22452,12000
22455,6381
22458,4788
22461,20844
22464,14926
22467,10009
22470,4190
22477,40436081
22481,19625000
22486,1537050660
22542,6478500
22547,14911939
22552,5088613
22557,709443
22593,108
22595,127
22597,115
22599,1105
22601,1360
22603,780
22636,20001
22731,51188
22734,53667
22737,41553
22740,59100
22780,1079
22783,3357
22786,8301
22789,1782
22795,412
22804,9861
22806,9997
22808,9541
22810,11255
22818,50
22826,30
22829,609
22832,23
22835,27
22856,23698
22859,25465
22866,179542
22869,22850
22871,27124
22873,5
22877,176627
22879,6093
22887,3985
22929,904
22932,486
22935,8235
22949,1822
22951,434005
22954,744746
22957,400356
22960,59402
22963,40185
22966,65775000
22975,3701556
22978,69573462
22983,14475897
22988,104571
22994,792800
22999,7500
23002,11897
23037,448
23047,47520
23050,77392
23053,72550
23056,82056
23059,50471
23064,74000
23110,166217
23113,146986
23116,336799
23119,380388
23124,17061212
23185,2327870
23188,403819
23191,398337
23194,408645
23197,437489
23200,852850
23203,371997
23206,3998
23209,40362
23212,38305
23215,38290
23218,38242
23221,43625
23224,12000
23227,8029
23232,2117
23237,6957
23242,48256910
23246,3121982
23249,621808
23252,41496
23255,3756
23258,498562
23261,5827500
23264,2367028
23267,8823663
23270,3418
23273,14540
23276,4247795
23279,6150000
23282,3130391
23285,231927
23288,49233
23291,21258
23294,60144
23297,18107
23300,101422
23303,42088
23306,16792
23309,2916
23312,8491
23315,7278
23318,6594
23321,2645
23324,4454
23327,7373
23336,2147483647
23339,2147483647
23342,660044444
23345,1120728228
23348,77717
23351,8307852
23354,435796
23357,126732
23360,1427636
23363,81229
23366,2502
23369,1879
23372,5016
23375,2107
23378,2062
23381,78095
23384,15768
23387,4483
23389,480775
23392,9756
23395,9875
23398,9532
23401,10098
23404,9516
23407,1818
23410,23072
23413,45247
23490,143564
23499,34141
23517,18126
23522,13513
23525,114055
23528,394146
23667,3373000
23685,19800
23688,15678
23691,9901
23694,4978
23697,4821
23700,2911
23703,2425
23706,1079
23709,5577
23712,4478
23715,2226
23718,1369
23721,4739
23724,26280
23727,22887
23730,951
23733,5850
23736,3901
23739,2873
23742,1319
23745,2551
23748,1867
23751,1045
23754,627
23908,61850
23943,2834437
23948,795
23953,19446356
23956,7837598
23959,2138068
23997,155637076
24000,419521
24003,11937
24006,11331
24009,11390
24012,28701
24015,24727
24018,7892
24021,5182
24024,14911
24027,21250
24034,859682
24037,735747
24040,826733
24043,150679
24046,249248
24144,28084303
24187,578853
24219,3873592
24229,1240521
24251,19998
24268,17380001
24288,362909
24291,646277
24294,494000
24333,1591416
24336,1052
24387,420500
24389,890555
24391,224522
24393,404110
24395,2208593
24397,700000
24399,831485
24401,110499
24403,74770
24405,153265
24407,505358
24409,19945
24411,44149
24413,399421
24417,253540481
24419,35485655
24420,77622249
24421,80264444
24422,49777004
24460,733573
24463,2583251
24466,2048624
24469,700000
24472,2101677
24475,2004708
24488,196950000
24495,1348055
24511,201350000
24514,45027328
24517,195795475
24585,76441
24587,5904840
24589,177
24592,102
24595,78
24598,2014
24607,250
24609,25
24611,88
24613,68
24615,69
24621,87
24623,21752
24626,7735
24629,5783
24632,7420
24635,26036
24638,33163
24641,11912
24644,6962
24740,25106
24774,96
24777,6570196
24782,885
24785,184
24844,4180849
24949,825
24951,1000
24953,1200
24955,610
24957,920
24959,1072
24961,1105
24963,1391
25001,1322489
25004,1646505
25007,1886728
25010,1859710
25013,4382500
25016,117772
25019,544500
25022,224710
25025,395265
25028,615783
25031,78666
25034,411125
25037,456500
25056,296882
25087,575250
25090,880000
25093,3106445
25096,3642222
25099,622817
25139,615
25380,884414
25383,1978046
25386,6033806
25389,81155
25392,11862
25395,26450
25398,40345
25401,73433
25404,158014
25407,36655
25410,41725
25413,82583
25416,151400
25419,5762
25442,184
25445,742
25448,173047
25451,11939
25454,18726
25478,298
25481,277
25521,68800
25524,83611
25576,442702
25578,2302
25766,116
25769,151
25772,904
25775,1800
25778,3389
25826,4387
25833,902
25849,218
25851,344
25853,426
25855,433
25857,1124
25859,160053337
25862,154278443
25975,5177973
25985,3935025
26219,22959997
26221,59387
26223,46428
26225,29222
26227,22717
26229,22337
26231,7272
26233,39605567
26235,92870214
26241,8359665
26243,51912489
26245,38938849
26247,100000000
26266,9512624
26340,4747
26342,3619
26344,2151
26346,1111
26350,377
26353,88000
26368,7756
26370,37688624
26372,343434167
26374,382464000
26376,246928061
26378,190030660
26380,134828046
26382,257067361
26384,211442531
26386,155854995
26390,109588
26394,8811110
26421,768342
26424,282230
26427,457499
26430,68174
26433,19154
26436,15720
26439,1582500
26442,184015
26445,111111
26448,100500
26451,4999998
26454,1524999
26457,883665
26460,540748
26479,776988
26500,501476
26517,4150839
26528,682389
26541,77033
26554,334927
26557,1949996
26560,8349999
26788,37
26798,4816
26801,122
26804,2877
26815,795148
26945,3305672
26997,2281
27014,53953
27202,2275
27205,1872
27208,1495
27211,722
27226,14907500
27229,58208561
27232,37688330
27235,24928466
27238,90429041
27241,63889422
27269,8993620
27272,1850
27277,912509343
27355,178575308
27612,72485438
27614,14272500
27616,19
27629,5882
27632,4682
27635,3068
27638,1964
27641,114571222
27652,15019652
27657,6721430
27662,5108875
27667,48936
27670,51500
27673,49625
27676,5641661
27681,10583358
27684,1917075
27687,26208884
27690,41583333
27785,5031625
27897,703
28146,757725
28149,797114
28152,987
28154,25750
28157,38
28159,4684
28161,88
28163,2280612
28166,2317887
28177,2561523
28179,4523
28181,16750
28184,10693
28190,92500
28193,64
28196,677616
28199,2500000
28202,1250000
28205,1372497
28208,1347663
28211,2025000
28214,2434254
28217,2538674
28226,2147483647
28276,50674
28295,3041365
28298,2974999
28301,83342
28304,1019188
28307,128399626
28310,50898592
28313,33646725
28316,30232010
28334,416368
28338,273415576
28583,102932
28628,3261
28644,80525
28646,10415
28651,62500
28653,10500
28657,6997
28659,57500
28665,9981
28667,100500
28684,6636353
28690,4275994
28693,1044498
28696,3899685
28699,1779998
28702,250000
28705,633913
28708,5733513
28712,327367
28715,4331
28718,182501
28721,44143
28724,1800000
28727,877013
28730,240783
28733,105500
28736,3194443
28739,2444500
28742,1556000
28745,609374
28748,4639444
28777,244710
28780,2771986
28783,8780499
28790,829
28810,909968
28813,901645
28824,795
28831,112
28834,401111
28837,15
28869,7892
28872,165
28878,236
28890,600
28893,1555
28896,178
28899,322
28919,49399500
28924,239
28929,97
28931,15301
28933,1576989
28936,2945509
28939,4610457
28942,2842998
28988,375035
28991,186
28997,6576376
29000,2164731
29004,1729377
29007,2071620
29010,835111
29013,1711477
29016,5007165
29019,827853
29022,4703518
29025,11103663
29028,929591
29049,784922
29052,1059389
29055,103499
29058,827822
29061,3923046
29064,74250
29067,3713720
29070,10236527
29073,130360
29084,93842
29090,5595
29098,176
29101,317
29104,847
29107,716
29110,151
29113,1948
29116,393
29119,192
29122,244
29125,165
29128,278
29131,92
29134,1053
29137,386
29140,757
29143,2067
29146,15
29149,330
29152,190
29163,5478
29166,63
29168,2000
29171,2397
29174,439
29177,998
29180,673
29183,1979
29186,774
29189,1390
29192,2905
29195,2418
29198,247
29201,124999
29204,99861
29207,490
29210,33922
29213,1677
29218,910
29253,40337
29256,55574
29277,370
29280,14933
29283,33124
29286,15440
29289,16133
29292,12614
29305,141
29307,6206
29311,6
29409,82
29412,245
29415,980
29418,1125
29421,416
29424,8866903
29449,14725
29455,65000
29458,167
29486,14595
29574,3189298
29577,6604231
29580,38095909
29619,34924609
29622,117198836
29625,138944255
29628,65828956
29643,2600
29684,15457
29782,23200
29784,2221
29796,52583136
29801,62147890
29806,3093649
29824,17853
29827,13704
29830,9420
29833,4674
29889,102908
29895,279
29900,76
29944,1054
29947,1608
29952,2752
29955,790
29958,388
29963,276
29966,5256
29993,41443
30002,9427232
30040,34365
30066,574783
30068,1350
30070,17660803
30073,1189899
30076,1735557
30079,1288012
30082,633882
30085,586067
30088,39502
30094,6570
30097,6862
30100,7273
30125,55924
30128,41532
30131,29125
30134,14250
30137,48020
30140,36128
30143,23427
30146,11751
30321,292857
30324,253950
30328,2305
30331,168498
30334,595498
30337,5224500
30404,45000
30406,20429
30408,28693
30410,11024
30412,225000
30414,300000
30416,102789
30418,338768
30420,1750000
30422,577649
30424,1008440
30426,798412
30428,2025165
30430,464500
30432,2187500
30443,922344
30451,254121
30453,471048
30455,821998
30457,1999999
30459,2735231
30461,322507
30554,365768
30557,349763
30560,624999
30563,3582040
30616,5870
30619,3616
30628,2721310
30631,2657155
30634,5597774
30744,293820336
30750,94649492
30753,99318731
30756,99097002
30759,4149421
30765,209005
30771,331
30773,1980
30775,43142
30795,17105
30800,190
30810,333539
30813,312274
30816,45589
30819,41531
30822,39039
30825,87879215
30828,7210554
30831,56248
30834,58663
30837,2845770
30840,124498
30843,774
30848,297
30864,10200000
30895,347500
30900,184
30957,238906
30998,119
31004,67
31010,87
31024,30166
31027,87500
31032,6838
31034,8598
31045,63
31049,1234
31081,574342
31086,15000
31088,229890953
31099,102671
31106,100773222
31111,400
31115,70783393
31136,23421948
31139,8234832
31142,7143012
31145,621171155
31148,99625579
31151,215807
31154,586422
31157,195000
31160,304340
31163,500036
31166,86212
31169,4888575
31181,35728
31184,115000
31187,8600
31190,52784
31193,46835
31196,72500
31199,41499
31202,315000
31205,362261
31208,357308
31235,23
31243,2712727
31245,656727
31248,723858
31255,1397
31258,36
31261,164
31383,2982
31386,3656
31389,5049
31406,41925
31432,3202
31435,3886
31438,5842
31441,861
31443,830
31457,1755
31460,2938
31463,31
31466,1675
31469,2885
31472,604
31475,3840
31478,2757
31481,3075
31484,4625
31487,4060
31502,3673
31505,19413
31508,155500
31511,529
31513,876
31515,3012
31541,25
31543,1590
31545,2591
31547,1511
31549,16450
31551,146300
31553,1139
31556,161
31561,3114
31564,571
31569,1623
31572,1496166
31577,1276308
31581,2204734
31585,1519707
31587,5000
31590,10900
31593,7499
31596,4825
31599,2302
31602,2656
31605,1363
31608,1888
31611,1284
31614,2750
31617,1582
31620,1129
31623,1250
31626,900
31629,430
31632,739
31635,1172
31638,10020
31641,9291
31644,6097
31647,3711
31650,2335
31653,1559
31656,1078
31659,737
31662,3353
31665,4306
31668,4500
31671,132
31674,162
31677,1447
31680,1745
31683,1745
31686,181
31689,75
31692,360
31695,48
31700,1826
31703,1373
31708,127
31710,1521
31712,499
31716,344
31719,1628
31726,1581
31729,6319
31906,6
31908,14
31910,160
31912,532
31914,718
31916,1852
31946,216918
31949,34968936
31952,759773
31954,781826
31959,390282
31961,34230440
31964,70
31967,138
31970,482
31973,1131
31976,1769
31979,2080
31982,42229
31989,22316
31996,801500
31999,223
32002,1296
32005,2475
32008,3515
32011,7389
32014,62731
32017,1750942
32020,1951
32023,2294
32026,19630
32029,24846
32032,48839
32035,315127
32038,3492074
32041,57
32044,64
32047,729
32050,1876
32053,5071
32056,8252
32059,10936
32062,2361
32065,3305
32068,6772
32071,18546
32074,33366
32077,38439
32080,55047
32087,1901072
32090,4542
32093,3547337
32096,45455000
32099,465590
32110,43823025
32115,4176000
32307,699
32309,107
32312,313
32317,208
32320,641
32325,1196
32328,819
32333,2601
32336,2961
32341,1639
32344,1974
32349,6309
32352,6552
32357,387
32360,220
32362,1982
32364,1424
32366,1547
32368,1831
32371,1580
32374,11100
32377,24500
32380,15900
32383,63252
32876,2954500
32879,3005372
32886,73
32889,965
32892,2420
32904,820
32907,161
32910,982
33074,34178
